,Time,CPU_Percentage,Scripts,Number_scripts,Bloque,RAM_Percentage
773,1623430953,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
774,1623430954,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
775,1623430955,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
776,1623430956,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
777,1623430957,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
778,1623430958,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
779,1623430959,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
780,1623430960,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
781,1623430961,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
782,1623430962,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
783,1623430963,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
784,1623430964,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
785,1623430965,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
786,1623430966,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
787,1623430967,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
788,1623430968,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
789,1623430969,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
790,1623430970,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
791,1623430971,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
792,1623430972,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
793,1623430973,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
794,1623430974,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
795,1623430975,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
796,1623430976,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
797,1623430977,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
798,1623430978,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
799,1623430979,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
800,1623430980,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
801,1623430981,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
802,1623430982,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
803,1623430983,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
804,1623430984,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
805,1623430985,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
806,1623430986,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
807,1623430987,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
808,1623430988,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
809,1623430989,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
810,1623430990,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
811,1623430991,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
812,1623430992,2.5,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
813,1623430993,2.2,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
814,1623430994,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
815,1623430995,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
816,1623430996,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
817,1623430998,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
818,1623430999,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
819,1623431000,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
820,1623431001,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
821,1623431002,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
822,1623431003,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
823,1623431004,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
824,1623431005,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
825,1623431006,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
826,1623431007,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
827,1623431008,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
828,1623431009,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
829,1623431010,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
830,1623431011,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
831,1623431012,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
832,1623431013,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
833,1623431014,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
834,1623431015,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
835,1623431016,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
836,1623431017,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
837,1623431018,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
838,1623431019,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
839,1623431020,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
840,1623431021,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
841,1623431022,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
842,1623431023,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
843,1623431024,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
844,1623431025,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
845,1623431026,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
846,1623431027,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
847,1623431028,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
848,1623431029,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
849,1623431030,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
850,1623431031,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
851,1623431032,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
852,1623431033,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
853,1623431034,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
854,1623431035,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
855,1623431036,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
856,1623431037,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
857,1623431038,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
858,1623431039,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
859,1623431040,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
860,1623431041,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
861,1623431042,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
862,1623431043,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
863,1623431044,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
864,1623431045,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
865,1623431046,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
866,1623431047,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
867,1623431048,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
868,1623431049,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
869,1623431050,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
870,1623431051,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
871,1623431052,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
872,1623431053,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
873,1623431054,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
874,1623431055,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
875,1623431056,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
876,1623431057,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
877,1623431058,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
878,1623431059,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
879,1623431060,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
880,1623431061,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
881,1623431062,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
882,1623431063,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
883,1623431064,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
884,1623431065,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
885,1623431066,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
886,1623431067,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
887,1623431068,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
888,1623431069,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
889,1623431070,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
890,1623431071,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
891,1623431073,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
892,1623431074,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
893,1623431075,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
894,1623431076,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
895,1623431077,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
896,1623431078,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.5
897,1623431079,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
898,1623431080,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
899,1623431081,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
900,1623431082,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
901,1623431083,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
902,1623431084,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
903,1623431085,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
904,1623431086,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
905,1623431087,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
906,1623431088,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
907,1623431089,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
908,1623431090,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
909,1623431091,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
910,1623431092,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
911,1623431093,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
912,1623431094,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
913,1623431095,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
914,1623431096,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
915,1623431097,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
916,1623431098,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
917,1623431099,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
918,1623431100,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
919,1623431101,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
920,1623431102,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
921,1623431103,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
922,1623431104,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
923,1623431105,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
924,1623431106,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
925,1623431107,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
926,1623431108,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
927,1623431109,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
928,1623431110,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
929,1623431111,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
930,1623431112,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
931,1623431113,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
932,1623431114,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
933,1623431115,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
934,1623431116,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
935,1623431117,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
936,1623431118,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
937,1623431119,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
938,1623431120,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
939,1623431121,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
940,1623431122,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
941,1623431123,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
942,1623431124,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
943,1623431125,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
944,1623431126,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
945,1623431127,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
946,1623431128,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
947,1623431129,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
948,1623431130,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
949,1623431131,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
950,1623431132,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
951,1623431133,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
952,1623431134,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
953,1623431135,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
954,1623431136,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
955,1623431137,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
956,1623431138,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
957,1623431139,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
958,1623431140,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
959,1623431141,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
960,1623431142,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
961,1623431143,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
962,1623431144,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
963,1623431145,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
964,1623431147,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
965,1623431148,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
966,1623431149,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
967,1623431150,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
968,1623431151,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
969,1623431152,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
970,1623431153,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
971,1623431154,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
972,1623431155,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
973,1623431156,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
974,1623431157,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
975,1623431158,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
976,1623431159,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
977,1623431160,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
978,1623431161,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
979,1623431162,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
980,1623431163,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
981,1623431164,2.7,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
982,1623431165,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
983,1623431166,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
984,1623431167,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
985,1623431168,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
986,1623431169,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
987,1623431170,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
988,1623431171,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
989,1623431172,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
990,1623431173,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
991,1623431174,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
992,1623431175,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
993,1623431176,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
994,1623431177,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
995,1623431178,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
996,1623431179,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
997,1623431180,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
998,1623431181,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
999,1623431182,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1000,1623431183,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1001,1623431184,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1002,1623431185,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1003,1623431186,1.8,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1004,1623431187,2.0,"['bin_bvals.py', 'fivettgen.py']",2,0,2.6
1005,1623431188,2.2,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1006,1623431189,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1007,1623431190,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1008,1623431191,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1009,1623431192,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1010,1623431193,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1011,1623431194,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1012,1623431195,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1013,1623431196,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1014,1623431197,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1015,1623431198,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1016,1623431199,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1017,1623431200,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1018,1623431201,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1019,1623431202,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1020,1623431203,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1021,1623431204,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1022,1623431205,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1023,1623431206,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1024,1623431207,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1025,1623431208,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1026,1623431209,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1027,1623431210,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1028,1623431211,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1029,1623431212,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1030,1623431213,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1031,1623431214,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1032,1623431215,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1033,1623431216,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1034,1623431217,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1035,1623431218,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1036,1623431220,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1037,1623431221,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1038,1623431222,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1039,1623431223,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1040,1623431224,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1041,1623431225,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1042,1623431226,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1043,1623431227,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1044,1623431228,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1045,1623431229,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1046,1623431230,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1047,1623431231,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1048,1623431232,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1049,1623431233,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1050,1623431234,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1051,1623431235,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1052,1623431236,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1053,1623431237,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1054,1623431238,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1055,1623431239,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1056,1623431240,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1057,1623431241,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1058,1623431242,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1059,1623431243,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1060,1623431244,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1061,1623431245,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1062,1623431246,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1063,1623431247,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1064,1623431248,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1065,1623431249,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1066,1623431250,1.8,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1067,1623431251,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1068,1623431252,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1069,1623431253,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1070,1623431254,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1071,1623431255,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1072,1623431256,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1073,1623431257,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1074,1623431258,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1075,1623431259,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1076,1623431260,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1077,1623431261,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1078,1623431262,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1079,1623431263,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1080,1623431264,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1081,1623431265,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1082,1623431266,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1083,1623431267,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1084,1623431268,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1085,1623431269,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1086,1623431270,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1087,1623431271,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1088,1623431272,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1089,1623431273,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1090,1623431274,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1091,1623431275,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1092,1623431276,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1093,1623431277,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1094,1623431278,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1095,1623431279,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1096,1623431280,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1097,1623431281,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1098,1623431282,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1099,1623431283,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1100,1623431284,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1101,1623431285,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1102,1623431286,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1103,1623431287,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1104,1623431288,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1105,1623431289,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1106,1623431290,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1107,1623431291,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1108,1623431293,2.6,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
1109,1623431294,2.1,"['bin_bvals.py', 'fivettgen.py']",2,0,2.2
